date,Wind_speed,Power,Nacelle_ambient_temperature,Generator_bearing_temperature,Gear_oil_temperature,Ambient_temperature,Rotor_Speed,Nacelle_temperature,Bearing_temperature),Generator_speed,Yaw_angle,Wind_direction,Wheel_hub_temperature,Gear_box_inlet_temperature,Failure_status
2023-10-06,24.75,1.982,39.68,97.91196392,68.7585929,37.1438408,276.4639536,50.36287682,71.4,1675.020147,11.49760231,39.25023811,38.10745299,17.86873019,No_failure
2023-07-04,17.40609813,2.728278439,3.057071095,89.05600229,76.16659348,-16.80376899,250.2765861,55.90964487,71.4,1426.250627,8.052260122,112.9992939,50.11985525,18.96363239,No_failure
2023-02-23,13.51160224,0,14.14233019,82.31646957,58.56438221,-10.24180409,216.8958286,46.17776018,71.4,1715.047789,16.46584483,55.79178115,-39.72,13.53734739,No_failure
2023-06-18,23.15202394,3.140907582,39.68,72.1310354,59.67684827,-1.533199261,57.38055481,40.69012227,71.4,1583.098644,14.95836316,15.04822523,-1.731608692,16.49060476,No_failure
2023-08-04,7.012321967,3.000214437,39.68,95.40505597,56.15275811,36.49532403,176.6004167,39.58900348,93.50565296,1054.354237,46.48013982,14.90574518,35.36344135,14.75299207,No_failure
2023-06-25,13.62016416,2.654781332,33.42426008,81.43555508,57.12338577,4.26796047,234.6585628,41.95641523,76.31872677,1458.803952,2.661066824,16.59687224,5.342658992,12.31707173,No_failure
2023-07-15,19.38463535,2.126205118,13.20895322,72.50795541,68.06907394,26.54496598,227.632693,61.22209315,71.4,1405.982718,10.07832929,38.88134025,37.24887382,17.52214527,No_failure
2023-08-29,11.51523559,2.810421854,39.68,85.93773761,83.81500782,17.62658288,89.5105833,51.0649516,102,1420.167126,7.775698088,27.96315313,79.44,14.25072962,No_failure
2023-03-19,15.98409812,3.126903979,39.68,71.16948386,77.41830715,9.944233395,266.9651677,44.04681979,71.4,1243.61106,2.436511917,12.74998937,30.23047004,19.27327418,No_failure
2023-03-28,12.51894331,2.46560193,13.80480285,85.7029404,72.33630378,18.77349922,184.0848278,31.60523099,71.4,1550.18569,3.96185616,19.58119957,-39.72,10.99187951,No_failure
2023-07-09,11.71933339,2.735741484,10.35776856,79.43429783,71.54642199,-11.53033777,189.3932732,38.65407184,102,1721.272562,5.529461919,7.060400603,-28.75419193,19.35136644,No_failure
2023-07-30,0.079107007,6.428310648,30.21074721,127.3841446,107.2740975,66.35201021,390.5172641,97.62868425,144.6502929,2451.951168,114.2579269,350.7289136,111.7724906,115.332636,Failure
2023-09-24,1.579415766,5.865121596,9.828995479,132.2884153,112.6891874,64.02675185,371.770706,88.51245385,142.3212235,2100.697438,164.0299474,-50.13420653,97.89024492,111.7623926,Failure
2023-05-25,39.28674958,1.069588143,-57.14772346,63.59616959,127.7941003,-10.90953787,19.8626783,0.971571107,15.54969562,760.7230233,90.2679393,-106.1442797,-86.08042607,27.60414602,Failure
2023-01-30,21.3338109,3.4685,15.47653484,88.75395918,76.33714866,20.62341461,183.6683138,48.87348732,102,1365.44655,8.960853277,69.55908336,79.44,14.79908938,No_failure
2023-11-04,9.953543343,3.4685,12.25792058,91.99248844,75.93617716,-2.765512508,88.38864236,48.36029904,71.4,1282.525538,13.77496475,13.83803823,28.81977523,14.86091039,No_failure
2023-07-01,14.25532264,2.048332975,0.362598712,97.25814728,85.29444585,-0.916841667,270.8428825,44.21082386,98.42141461,1485.383234,20.84949143,14.39892269,78.12133011,18.6203306,No_failure
2023-05-03,39.72893171,0.498699026,-34.31065705,36.29433918,104.4623803,-3.20769988,37.27773906,5.127626153,61.01786462,770.8146589,107.1960498,66.69410343,-68.61776027,24.23182391,Failure
2023-09-30,11.16880881,2.732168966,39.68,70.34893523,74.4836323,20.27508016,118.6387763,42.08695518,71.4,1467.899932,5.662126316,74.62705739,-39.72,14.27128989,No_failure
2023-11-13,6.654153257,3.335547511,12.60460178,94.96863675,67.93799337,-9.390210956,192.2412713,61.8,71.4,1106.834372,3.598290367,60.32647748,9.376789691,19.04619578,No_failure
2023-03-21,40.52198732,0.445133703,-43.23014858,44.2981465,111.9217296,-11.54800986,22.46270641,19.92249419,50.19594271,552.511803,100.8282624,199.5761006,-67.03939083,23.75052672,Failure
2023-05-29,38.162277,1.018323295,-45.65407389,47.46750179,110.0404091,-13.72136436,27.64617661,-18.74975846,36.99940215,611.1883266,149.0136359,211.6424925,-71.15047175,21.5436752,Failure
2023-10-04,8.742242853,2.511403393,23.53604027,82.8331301,81.75180003,-16.82879376,97.37539514,45.77417686,72.66733574,1782,9.675983279,0.631251481,9.422454072,18.44365591,No_failure
2023-03-21,42.71956003,0.161282933,-43.02953019,16.69517402,120.3056523,-9.214491562,39.68382907,-8.457284262,10.47677648,697.5150977,135.5609713,114.9756543,-84.49684677,26.03672477,Failure
2023-02-19,13.78043303,3.091274027,0,94.90966999,60.99414138,5.543215993,239.5117917,41.455546,78.99586036,1234.48362,20.01635757,110.5511647,56.10732339,13.43276883,No_failure
2023-09-28,18.43521336,2.63844492,0.987398757,92.89616602,56.89706076,22.89468938,174.1629557,35.11203567,102,1523.934763,8.110773961,80.33911574,35.6978265,15.23701065,No_failure
2023-05-15,9.490976916,2.18453929,8.057921014,71.07730307,59.59647349,-1.259233722,269.3659675,40.5692458,102,1493.764556,11.36454915,86.97512634,73.26337533,19.1667469,No_failure
2023-08-25,12.86747071,2.86555622,0,97.25555341,70.29824101,2.502540598,309,42.58666381,71.4,0,12.93609547,168.5076045,27.96870804,15.06912226,No_failure
2023-08-05,12.67732465,2.606883835,2.256815866,98.93343609,53.2122427,31.12119588,78.71829114,47.70498935,71.4,1782,15.87543973,154.2053827,-14.58798189,15.3027968,No_failure
2023-05-17,24.36336955,3.380222971,5.407112618,70.581888,67.76107777,28.15333541,212.8491563,55.58010784,71.4,1413.762978,0.226905514,23.03989581,37.11527137,13.96642217,No_failure
2023-09-25,14.22854381,2.048052971,32.11645445,82.34834358,58.12152088,40.01708302,309,48.4380793,102,1423.304962,8.79272351,94.39251271,36.81763763,14.99680099,No_failure
2023-04-11,10.21444516,2.711630668,15.06680373,78.5138809,79.37909957,0.347293464,112.9121852,34.17892468,102,1472.822291,21.02826993,83.26795259,-32.22740758,16.59762111,No_failure
2023-10-31,1.735120227,6.010256142,98.767835,126.612782,128.4804221,85.89511113,440.6351464,79.07614284,152.9481016,2259.814432,68.40097806,146.0372595,94.89055414,118.7641335,Failure
2023-08-26,21.61005548,3.268749007,27.2741785,80.99283916,73.25187003,-16.90897067,179.6591496,48.35728799,71.4,1539.315165,22.05280738,47.35769593,21.26881484,13.01567235,No_failure
2023-06-17,43.98430422,0.392437443,-57.39515829,32.73490041,121.6293119,-9.749098671,16.78371168,17.63907939,46.52823028,615.3864294,142.6673374,103.7866497,-77.24648532,23.39639185,Failure
2023-07-15,14.53068291,2.523913365,18.3522104,94.6338608,73.66736163,18.99253712,264.6920605,33.60221729,102,1232.50238,4.721248522,47.5690604,-22.09106135,11.9415156,No_failure
2023-02-26,16.72378562,1.982,23.30743787,84.09413847,65.13759766,25.92171708,150.2324642,38.14017463,71.4,1161.379004,2.898762551,84.75534565,-2.037167972,14.00375495,No_failure
2023-01-08,38.67473676,0.605729163,-34.97293492,46.1754301,127.5014362,-18.55462564,16.50295808,17.49958861,18.91481441,741.6214822,116.1889033,241.5833329,-81.19879717,28.45852732,Failure
2023-07-17,15.14790885,3.167500733,10.46544957,95.28287957,74.14762551,35.09850175,68.76779631,43.27198582,102,1496.697863,50.41808865,81.66146225,4.546301651,13.42136369,No_failure
2023-02-06,15.7735042,2.504821395,4.227959719,69.85192012,71.15025108,28.83301191,289.1635566,41.13755833,71.4,1573.676659,1.211188882,4.650579541,42.76417255,13.04606638,No_failure
2023-04-08,16.2046306,2.482114028,7.894034778,69.70587229,80.31541081,-7.871150682,188.5267086,46.62229886,71.4,1586.909513,8.610262923,56.10651702,50.14870877,18.02524594,No_failure
2023-01-06,37.72227839,0.053647158,-37.11448205,60.86963295,110.4331444,-18.7717748,22.98332826,13.64015112,40.81208115,586.2095746,138.7146745,-29.24692837,-51.22772156,28.30699172,Failure
2023-04-01,41.99105881,0.276619015,-39.36564699,51.44820026,109.9756011,-6.103695828,0.820453117,8.714299718,28.72464463,431.1436282,141.1190595,338.612307,-86.55637578,25.74478217,Failure
2023-08-30,5.666538114,3.250193176,5.167122281,73.871938,70.29242252,7.90663368,135.5770242,42.90760066,102,1346.545302,16.85208,32.22240943,26.63034291,15.72905637,No_failure
2023-12-19,6.064636258,3.11545792,9.9122736,93.53257732,66.00290079,13.10722786,130.6033554,50.16561652,71.4,1394.86506,1.039291726,183.0344834,1.698494172,17.78331041,No_failure
2023-10-22,0.853069927,11.39650348,15.80968782,133.7115619,102.7677141,77.03942791,435.4279513,87.96691629,152.1760707,2110.146559,112.8918273,213.5279343,118.879317,107.8333052,Failure
2023-07-28,1.505844214,8.781494953,61.48898158,135.1201631,107.8880074,72.57063369,449.3589059,93.37225241,133.596422,2464.792311,123.6641411,-137.326015,113.1547258,71.93554478,Failure
2023-09-02,5.869371645,3.123360394,2.179688583,81.10654284,53.42291573,24.89428425,178.8016206,37.11726179,102,1252.772318,2.654886756,14.59830294,20.84416943,15.8665762,No_failure
2023-08-25,15.54268025,3.4685,7.132140175,78.33278069,79.98349697,9.503822547,119.8081632,50.00764674,71.4,1347.482897,11.8869633,166.310445,77.45430344,11.76796628,No_failure
2023-08-30,0.202879239,10.6976995,92.116253,125.7687179,112.9951782,85.99614626,444.7847797,79.69482321,138.4193676,2044.259019,130.4566673,77.0888014,101.8731403,104.2562544,Failure
2023-12-16,7.807480969,2.291825489,10.75843669,76.44742673,61.57013683,24.82315483,161.7101602,50.99265114,71.4,1117.07522,2.127367797,53.49151183,-3.80002385,16.9569196,No_failure
2023-02-08,19.41837748,3.4685,9.435584686,77.0699445,55.48419066,27.4191649,256.6576999,47.90029315,71.4,1016.829089,23.64358872,0.412274883,4.375834181,18.59929647,No_failure
2023-02-02,16.48084391,1.982,39.68,84.85345902,56.69391998,38.81941402,141.0122903,53.10869242,102,1546.398311,3.434511875,25.64432765,-1.374707702,9.903,No_failure
2023-11-08,18.20198121,2.514575516,4.585336033,86.95741272,65.12062575,-15.33749799,141.4249354,45.16860239,102,1424.973843,13.81432854,74.62632873,44.31322742,17.3878277,No_failure
2023-09-20,15.24465067,2.612910174,27.37354776,78.34432803,63.99704235,12.78933969,309,45.34175273,71.4,1475.861568,6.043372142,76.37809329,7.590323215,12.82833544,No_failure
2023-01-30,12.14674417,2.314437079,19.97614245,91.89077407,75.34158294,6.293969178,191.4434917,48.2109921,71.4,1213.636414,3.178856036,8.44250297,75.70393787,15.70645622,No_failure
2023-05-21,20.11304236,3.005095456,2.320147894,73.54580866,85.42871782,16.8386219,286.7876535,61.8,71.4,1570.707775,44.64806716,12.1248937,56.28525837,13.69427564,No_failure
2023-12-05,22.21107692,2.961233994,39.68,78.19671262,82.54942773,3.814679122,99.71299737,58.41356644,71.4,1626.187712,8.953646271,27.67553089,19.79887489,16.9238985,No_failure
2023-10-04,24.75,3.13861,13.07076439,77.00376846,72.35825493,13.35250325,147.2901999,36.74013879,102,1248.702176,9.868612807,53.8868364,20.27648899,16.24385147,No_failure
2023-02-07,17.88557058,2.36673585,39.68,94.01272289,74.45453714,15.49880393,202.6878971,43.84481774,71.4,1025.689907,32.53407265,19.13171639,41.81284471,19.806,No_failure
2023-06-20,13.02875198,2.653457049,4.663282187,85.23157295,63.15467858,7.353806954,136.0788268,31.16246177,102,1359.218339,8.7355948,72.169456,12.44003631,16.22744542,No_failure
2023-07-07,6.961312698,2.388546015,39.68,75.9834614,57.4991575,0.525860995,70.54613841,46.20755153,89.62147133,1606.435802,10.86733818,1.308879995,43.32879657,9.903,No_failure
2023-07-27,0.782546625,11.8095415,197.0458675,121.6362841,99.53447223,79.90092293,377.7521537,102.9503423,120.1485734,2468.897425,136.1199642,-62.95954739,96.26787856,91.96253161,Failure
2023-04-16,15.63826829,2.695545152,38.61354669,90.93629123,67.20091748,-1.498307775,174.5509101,60.98392496,102,1501.424254,6.740576812,65.31497773,24.85341474,10.54236043,No_failure
2023-08-07,15.4205796,1.982,15.67736083,85.7683873,64.98443315,-13.35504893,173.8628889,48.65418877,102,1540.407492,40.55836117,79.76518145,79.44,11.91673869,No_failure
2023-04-09,21.48908091,2.517463424,0.022656029,79.50306436,76.55007137,7.601331343,56.77379693,61.8,102,1245.80335,9.450992699,46.79742672,-16.88842694,15.95829114,No_failure
2023-04-27,40.34358995,0.760748372,-35.98691519,30.10922958,126.8838183,2.084307658,0.411066234,10.61878785,12.9259206,627.7080317,144.7403187,352.6138408,-57.79117518,21.79038672,Failure
2023-01-06,40.77512104,0.059340579,-33.22215686,59.24952507,102.8490362,-13.00878529,15.47169249,18.92350827,55.24955042,407.6144477,73.1594877,210.4047135,-66.68559769,25.91697047,Failure
2023-05-06,16.40308418,2.444285698,22.67373007,72.67247571,49.515,11.80851896,174.5724054,51.46146518,102,1183.256282,0.443392726,44.38866941,41.39743908,15.03981764,No_failure
2023-03-01,9.811962103,2.539484918,15.80954718,95.73426732,49.515,0.619071942,153.0498594,45.65493904,102,1327.24335,3.247641194,30.19589017,-39.72,13.49791078,No_failure
2023-10-25,0.575973926,11.84254059,-5.707556105,135.4573883,108.4539303,64.98990087,407.0736806,98.15019509,127.6045533,2000.701229,153.6060162,-35.17232012,105.625656,69.86985347,Failure
2023-12-04,1.175158134,8.03474829,16.59287409,124.5375024,109.0675416,83.07662407,420.6595232,86.91462106,127.3664167,2060.861717,140.0235739,309.3459198,106.0881368,93.21312345,Failure
2023-04-20,15.78826568,2.863071481,6.257760433,79.42686923,67.07226836,6.071371784,252.4572019,34.18824339,71.4,1418.749095,32.84921462,16.35497029,36.14765877,11.9792514,No_failure
2023-04-02,40.68077825,0.369069283,-50.60222238,67.98636664,128.4592027,-20.56805511,40.9678873,-0.257370804,57.11452403,390.0601966,113.094766,282.3499759,-66.11422669,26.44171242,Failure
2023-03-03,24.15201809,2.395429526,32.15437364,87.04711638,65.59578246,10.77930913,207.8185824,41.57478287,71.4,1342.485817,14.02333467,4.920859316,-0.080930379,14.90983983,No_failure
2023-05-25,16.90911565,2.929582348,32.18323735,78.36832933,54.63679754,17.79073708,83.78750475,59.40070269,71.4,1099.623659,13.68822478,5.019051827,27.7249734,19.41595393,No_failure
2023-03-14,8.061579902,2.538649195,39.68,95.13431719,80.07866416,-20.6,51.5,37.40305496,102,1191.205355,3.29149902,19.85104122,6.792141948,13.53852506,No_failure
2023-10-15,18.34914016,2.72559113,14.61384001,95.04697673,65.8186086,-10.3274026,241.3064073,47.71744675,102,1782,4.349426687,18.48730986,60.82243171,18.92321479,No_failure
2023-03-15,6.931843479,2.901674372,0.047074985,79.29984039,89.127,22.61538987,150.5373718,43.45172731,74.34436965,1520.058816,17.19355677,2.591839816,-19.52020384,17.12372329,No_failure
2023-02-24,44.33619417,0.191244365,-37.60404659,55.72607088,127.3880051,1.678705221,4.732473635,15.2399028,46.44963236,510.4128544,149.8522799,208.5159591,-66.10341038,29.00265579,Failure
2023-09-23,17.75014592,3.037643869,5.090652253,92.59925501,79.61030652,-8.281466063,227.0724964,49.95399372,71.4,1293.552085,5.93939189,19.08821347,-2.417494295,19.806,No_failure
2023-11-30,1.490533982,7.220183193,-134.7059316,140.4784018,123.6876863,69.81715373,429.4481119,80.08220899,124.0177854,2087.464764,79.94393808,178.2574215,107.4905536,105.2764513,Failure
2023-12-09,22.64294437,3.263990064,7.351282947,81.8759575,62.22390752,7.636759521,309,46.2376803,71.4,1363.873474,6.664877213,10.68037007,16.27402409,16.4977118,No_failure
2023-09-28,13.05401892,3.050571206,8.205567644,82.16453489,54.12398295,35.78751089,211.4582392,50.56690859,102,1223.416116,49.42468551,41.30779626,60.31797771,18.96330634,No_failure
2023-12-26,29.97885829,5.333208016,16.7795492,93.03669132,77.00992412,41.2,141.5149432,61.8,86.01859173,3460.324283,13.36621027,51.29548405,35.16823527,12.18049509,No_failure
2023-05-21,19.98352038,2.999910997,2.572259173,73.03143117,73.16544289,-14.26058741,236.9109687,53.36414173,71.4,1210.114758,0,56.56296351,-37.9400735,17.12395006,No_failure
2023-01-17,2.97,3.087419418,37.85822923,92.58804984,56.39328604,1.390485388,137.3798056,60.23972129,71.4,1416.559171,10.60026374,9.005206416,79.44,13.35231516,No_failure
2023-04-17,16.63901075,2.184003496,30.35545641,76.34476915,74.87746758,15.39625924,134.2584667,49.32237674,102,1624.582361,3.764940405,5.436055264,43.22401849,12.43674609,No_failure
2023-07-11,0.722460165,7.214131763,14.47354586,141.2494323,110.8394347,64.92770282,459.2097388,75.00659171,125.0682792,2090.038032,162.2818533,9.567541253,108.8333198,78.39547763,Failure
2023-03-17,16.53411279,3.064546797,1.451478909,89.537704,79.67541438,5.897278101,232.2621983,34.31820166,71.4,1075.936505,18.76835702,1.717371481,56.12224074,15.91147629,No_failure
2023-12-13,0,2.648773645,26.8474156,89.9748867,71.79326889,14.74896685,98.7742424,51.57532303,71.4,1555.125718,3.302256742,28.06784566,66.06033238,16.48164566,No_failure
2023-08-01,24.75,2.581982899,34.25022528,79.45167766,72.44472167,16.62060731,294.9576873,47.72843449,85.74535686,1225.482467,1.39597726,45.81085835,24.98636937,16.12342032,No_failure
2023-08-03,19.83239394,3.245218513,37.73223273,77.35504551,55.35939473,-16.65331369,142.0290941,47.9305566,80.58007498,1518.012686,2.756555119,39.00571757,10.84434936,16.65972,No_failure
2023-12-25,16.59209393,2.484471917,39.68,70.66559752,62.38446631,-11.07615479,216.0957532,47.14074567,102,1098.404941,4.166537952,118.0198684,47.93244384,13.44950484,No_failure
2023-09-01,3.260186326,2.53268351,1.101408961,69.91218645,78.90413158,7.018845541,175.4719707,47.78990278,102,1489.21141,11.51685003,184.1505824,59.43667311,11.96395366,No_failure
2023-10-25,24.75,2.659754887,25.45862949,73.82221805,89.127,18.14215582,238.374522,56.25473634,71.4,1476.442658,6.095359937,31.25373068,41.37515503,9.903,No_failure
2023-07-05,0.432384633,5.603727124,23.40011255,124.0293184,114.2080613,86.34498456,441.3679184,101.00611,131.9312973,2316.194251,97.48797559,-110.9859669,99.6926424,105.4720302,Failure
2023-01-05,2.97,2.579389373,39.68,90.93126874,58.06893581,19.02693607,209.7361533,50.30195275,71.4,1380.505747,1.021259435,5.695203525,12.19556596,15.19980745,No_failure
2023-03-08,19.54041916,2.256731667,32.41329524,77.98956431,89.127,7.557926826,253.3273738,60.08452465,102,1441.778155,0,8.848453419,-2.087443617,15.22160732,No_failure
2023-12-23,29.01593889,2.729749469,33.53959143,92.11277647,82.57194763,13.07271371,103.992946,30.9,71.4,1678.115107,8.21360455,8.192925276,4.284821823,15.00470619,No_failure
2023-09-06,8.234264248,2.756907265,2.719586979,71.62662936,75.00066889,14.21592893,306.9968427,49.19999407,71.4,1782,0.029196579,21.36971896,40.43840604,13.52091899,No_failure
2023-03-05,24.35933409,1.982,39.68,81.59552184,82.33969525,13.08819996,120.6531371,43.34846979,89.170166,1708.885029,6.479833793,86.37560559,-5.481141659,12.71267906,No_failure
2023-12-02,0.554878944,8.409672167,28.0605048,134.0794093,118.0223831,67.24186972,445.6286356,98.44134589,123.2943916,2240.752649,170.1567605,-50.28664798,112.3185292,116.7971443,Failure
2023-01-20,5.718673301,2.414499641,6.954826068,82.61334105,74.76299804,38.645014,208.2992672,48.55302403,71.4,1599.742085,8.562782714,158.4583057,79.44,12.60065339,No_failure
2023-06-28,15.07098035,2.729506553,13.39001238,83.69761399,89.127,-1.599174884,108.4972837,39.20526874,71.4,1031.879873,22.38631917,35.20805609,35.9229774,11.24053612,No_failure
2023-12-07,0.149774422,11.37687173,-13.120244,121.7506732,125.4851737,83.23674725,363.3899496,75.07628302,141.1339095,2426.656716,142.7540731,163.0208153,104.7980035,106.5847971,Failure
2023-08-04,0.183653746,11.72207803,-35.63275434,121.3390505,106.9041376,81.20539498,363.3379253,96.20985946,118.648884,2250.872426,156.0667258,16.60916926,101.7973112,83.99313408,Failure
2023-10-23,9.586856604,2.354540513,7.07325049,69.6769954,50.61803814,41.2,151.8507664,44.26796735,71.4,1611.961269,13.78634157,37.28062925,8.776687401,19.806,No_failure
2023-08-22,14.00388905,3.127083298,3.832301645,95.53432869,66.93137646,25.88861334,234.0347013,39.84867879,71.4,1350.878168,9.62921001,0.919364035,17.2521214,15.39568758,No_failure
2023-06-29,7.838606249,2.854863399,39.68,96.17315268,72.73462954,-20.47626416,199.5470203,54.82214218,102,1016.459343,54.12027885,44.41061773,50.46647936,17.30472281,No_failure
2023-05-18,13.75112497,3.07692507,2.576909058,79.89157291,69.77518276,-3.059715045,148.3458662,48.95745058,71.4,1026.546426,20.94531914,37.1678447,-19.58843679,0,No_failure
2023-09-13,1.664016118,5.624954106,-19.51703926,127.2666483,121.4673755,64.31526868,406.4299389,88.83133711,133.132493,2207.598983,168.6630248,66.6324129,99.41172232,107.6131427,Failure
2023-03-12,11.60587925,2.43565924,19.58523781,76.76479354,65.53418642,-1.242325374,284.119227,40.66997607,90.00615433,1738.584983,10.97756627,102.8015213,30.61646637,16.04608118,No_failure
2023-09-03,12.50681514,3.458582792,0.050322761,79.1875629,71.98853771,-4.944211035,51.5,37.69644303,102,1427.089087,5.910428858,55.90606489,57.65560686,13.46663125,No_failure
2023-05-27,2.97,2.54318501,30.97092216,83.87902442,61.15364262,31.18449297,179.3575303,61.8,102,1747.174213,17.036281,107.203198,79.44,16.65842132,No_failure
2023-12-21,2.97,2.77563997,3.417807132,76.15040364,89.127,21.59548014,182.9469777,35.95047473,71.4,1233.666678,14.4642378,88.53169714,-1.792052578,12.83333805,No_failure
2023-11-14,9.435540057,2.832574524,39.68,73.25267303,49.515,15.10257273,155.2617843,53.93710464,102,1191.168464,2.956349318,57.37789758,31.19724035,15.70162161,No_failure
2023-11-22,17.67025973,2.345713608,10.97266979,82.68651889,74.33432756,-1.849350656,247.7494344,47.74308678,72.7626925,1203.30901,6.328112584,39.54012527,39.42399365,9.903,No_failure
2023-03-11,40.67496298,0.122433122,-32.90779091,13.86365787,107.3340271,-20.13443662,24.40732796,-9.083465296,54.53624285,484.6083284,163.1115393,-191.3516366,-63.48005096,23.75515591,Failure
2023-09-28,1.762055404,9.178873685,3.5231156,137.0944525,112.0343001,68.92468629,433.2891448,75.51567182,129.6991011,2193.62783,175.9207984,257.727586,97.51322996,72.36148171,Failure
2023-07-08,14.73198283,3.187737719,31.14799603,92.50403962,69.99996753,21.86084699,194.8238977,48.96419774,102,1318.654135,43.73015833,12.73736844,31.50694445,15.91005463,No_failure
2023-06-07,13.76193595,2.926589535,0.037561799,70.9491458,76.73667221,6.535527067,170.5426554,56.5642091,71.4,1433.806152,6.440016599,22.38537474,-10.31613155,14.30887793,No_failure
2023-06-26,6.904656854,2.925138543,25.98742023,81.68774395,69.78695559,41.2,89.68959962,37.6619512,71.4,1256.676294,11.82401329,47.31632729,55.22090972,15.462286,No_failure
2023-01-31,22.93583915,2.351463946,13.62119983,97.90715125,59.32601645,11.79722315,144.0833908,53.31166642,102,1492.335573,9.69883682,12.21936226,63.60737823,16.15528787,No_failure
2023-06-01,21.7487279,2.818888522,30.49203548,84.64415743,79.01999306,-2.276440356,205.6377252,39.7261958,71.4,1058.366865,17.8038001,6.802947614,24.2427684,15.13599211,No_failure
2023-05-14,15.77276311,2.985509051,5.898969121,71.96829753,88.90403347,-12.44818023,61.14286905,50.6806362,88.51238501,1221.700452,0.911692679,137.868506,39.1283964,12.15369672,No_failure
2023-06-07,39.92460293,0.65216522,-55.24369096,44.06831387,104.8182196,-5.659053525,36.79704922,-4.461572197,47.41402135,748.0829579,153.370642,69.08061575,-51.24787114,24.61236947,Failure
2023-11-30,14.95332521,2.552078958,22.63680406,89.86983047,49.515,22.74165244,141.7187849,30.9,87.54169181,1290.785445,49.01457218,138.7460035,18.22197867,16.3094634,No_failure
2023-08-14,17.87327436,1.982,2.884138915,94.31464369,54.67573536,12.08247103,309,40.36123818,71.4,1302.818097,3.778381272,5.309271387,4.044805577,12.59759381,No_failure
2023-03-03,7.133269974,2.970800826,0.12249971,80.48250656,72.71864591,-9.323221054,51.5,55.88709151,71.4,1301.837459,22.97586381,41.58379756,9.027475064,10.42062854,No_failure
2023-10-03,9.585926825,2.197145701,10.18059495,89.99754788,68.43724337,-20.6,225.049756,48.2385263,71.4,1543.67541,7.610202177,5.109140677,20.27988037,15.93069464,No_failure
2023-06-08,7.180177431,2.044547844,36.13996418,73.13524538,89.127,29.94934021,251.9443552,52.52200787,71.4,1333.072862,8.058847574,123.5608904,-39.72,10.37145376,No_failure
2023-04-08,14.64349194,1.982,3.765294715,79.95725225,52.4755308,-12.33746528,248.6694269,35.9881681,71.4,1215.127623,8.225161662,67.91740616,16.29205991,13.89840204,No_failure
2023-09-07,1.678293461,5.467567813,51.8179323,121.2042227,119.4848037,68.02294952,380.5412326,102.8140664,126.1625215,2368.633682,101.0988956,155.8503179,98.88288711,82.48706341,Failure
2023-04-15,43.76992298,0.930412028,-54.51125819,18.48715218,128.0236148,-19.10880026,39.56575907,-1.690088283,13.04969142,527.3754256,145.1126559,-131.3393549,-71.79387517,25.46272063,Failure
